5	16A6C886-733E-4E3A-97EE-C668B6ED40A0	https://x.com/RAB_RYU_info/status/2056717192176246922?s=20		2026-06-23 22:50:12.073	2026-06-23 22:50:12.073
6	67A1A04F-6FA0-4F50-89D3-1F0E993C4D5E	https://www.youtube.com/live/t7ysSB6zwE4?si=R8Pm2TNgNs7dQ09D	たまにがんばるチャンネル 	2026-06-24 22:02:46.790	2026-06-24 22:02:46.790
7	BC7B3554-56C1-4249-8EA0-3FF15E53ED73	https://x.com/SuzuFesVol_2/status/2068243317821993086		2026-06-24 22:03:38.297	2026-06-24 22:03:38.297
