4DF32BDA-08AC-49A3-8508-0059E9E083ED	ホリプロインターナショナル	ホリプロインターナショナル	2025-05-26 00:29:35.393	2025-05-26 00:29:35.393
11D5B820-CE85-4B25-BD84-609E10786185	Earkth	Earkth	2025-05-26 00:30:01.807	2025-05-26 00:30:01.807
1174EE5B-7783-42DA-9840-7143E8E59480	バンダイナムコミュージックライブ	バンダイナムコミュージックライブ	2025-05-26 00:26:00.000	2025-05-26 00:26:00.000
